run_num,dice,Avg Error,Avg FA rate,Avg MD rate
0,0.953949571,0.016083126,0.047713718,0.059269384
2,0.982455254,0.016346313,0.043551193,0.056722167
4,0.968799591,0.015236433,0.031498509,0.058213221
13,0.965509534,0.017287332,0.050509443,0.05597664
23,0.98538518,0.016573601,0.035536779,0.057902584
24,0.983807206,0.01583972,0.040941849,0.062189364
25,0.969226539,0.015860299,0.033113817,0.058088966
26,0.986273289,0.017514071,0.051503479,0.060325547
27,0.981102467,0.017224727,0.047340954,0.061692346
32,0.980017006,0.015066892,0.045042247,0.062624254
33,0.961363614,0.016307831,0.038270378,0.060511928
34,0.984973192,0.016480325,0.057281312,0.05666004
36,0.988408208,0.01854514,0.045725646,0.062810636
38,0.967212081,0.016916495,0.037152087,0.061568091
41,0.976713479,0.018036794,0.051130716,0.068029324
45,0.977992177,0.018573015,0.034232107,0.07554672
50,0.975896835,0.016192749,0.031747018,0.057529821
51,0.977931023,0.017102653,0.052249006,0.05846173
55,0.957676768,0.02026534,0.053988569,0.058710239
59,0.95539844,0.014364035,0.032244036,0.060387674
61,0.977421761,0.015722384,0.039512922,0.061195328
63,0.97046715,0.016566228,0.043737575,0.057281312
64,0.956520796,0.015596278,0.028702783,0.057654076
65,0.983376682,0.016063347,0.037959742,0.056784294
66,0.988099277,0.017177667,0.050633698,0.06833996
67,0.972545266,0.016153772,0.04181163,0.059952783
68,0.988801718,0.016638143,0.045601392,0.066041252
69,0.978681266,0.017406919,0.034977634,0.075173956
70,0.974507689,0.017149688,0.039202286,0.065109344
71,0.989207745,0.017150036,0.044917992,0.066476143
74,0.979167759,0.016054221,0.043116302,0.062872763
75,0.962319076,0.018484083,0.029572565,0.078156064
76,0.953807294,0.014195456,0.026217694,0.066227634
78,0.980466008,0.017867805,0.040569085,0.068029324
82,0.982859135,0.019425023,0.073123757,0.060574056
84,0.972077608,0.018421879,0.060946819,0.0618166
86,0.959300518,0.014737399,0.029137674,0.061568091
89,0.981125355,0.019405579,0.052249006,0.057032803
98,0.989704251,0.0175815,0.053864314,0.060263419
100,0.972253084,0.014690675,0.033797217,0.065233598
102,0.985908747,0.018349517,0.052497515,0.061319583
103,0.97159791,0.016067993,0.05013668,0.058399602
106,0.965140462,0.01687054,0.033238072,0.078528827
107,0.974646568,0.01606556,0.038518887,0.063680417
108,0.974965215,0.016155402,0.035785288,0.060574056
110,0.983668327,0.016443591,0.043364811,0.060014911
112,0.961851716,0.014304396,0.030504473,0.061443837
115,0.952021003,0.014035211,0.030628728,0.0631834
116,0.958719492,0.017595089,0.025037276,0.079833499
117,0.974965334,0.015445475,0.041998012,0.056038767
119,0.964261651,0.017391785,0.036592942,0.064798708
121,0.969597578,0.01618476,0.0319334,0.059083002
125,0.98163116,0.018247143,0.082318588,0.056722167
126,0.986899972,0.016413658,0.047278827,0.067035288
130,0.988101721,0.015471948,0.046968191,0.066973161
137,0.982407749,0.016703295,0.067159543,0.062437873
143,0.985161662,0.018189302,0.046781809,0.060884692
144,0.979516983,0.016344172,0.048583499,0.065295726
145,0.961890161,0.016053874,0.036779324,0.063928926
146,0.98686862,0.01693734,0.040755467,0.068588469
147,0.985190988,0.018661247,0.044855865,0.071011431
148,0.964502513,0.017847952,0.07374503,0.059890656
149,0.988479733,0.017397866,0.045663519,0.061133201
150,0.990020096,0.017719931,0.04429672,0.064736581
151,0.977794886,0.015361881,0.036903579,0.059393638
152,0.979717016,0.016583852,0.051130716,0.057032803
153,0.980020761,0.01749327,0.040755467,0.057591948
155,0.988265991,0.016483692,0.043861829,0.064798708
157,0.973623335,0.018228438,0.050074553,0.0631834
158,0.986721098,0.017680019,0.044234592,0.060946819
159,0.981078506,0.01662695,0.043054175,0.05666004
163,0.978549719,0.017209462,0.065482107,0.056100895
167,0.983189821,0.016092922,0.040941849,0.062313618
168,0.983605623,0.017736513,0.04541501,0.057591948
169,0.977414131,0.014749064,0.041190358,0.061505964
173,0.988265634,0.016934054,0.042557157,0.06610338
176,0.96397078,0.016964189,0.04137674,0.071756958
177,0.951306701,0.014641006,0.028516402,0.0631834
180,0.982337594,0.017780406,0.055106859,0.062686382
182,0.985984445,0.016228574,0.044980119,0.061133201
184,0.974192321,0.015856734,0.032554672,0.059766402
186,0.966519773,0.019628348,0.040879722,0.064550199
187,0.972327054,0.017282018,0.107107356,0.05125497
188,0.970923305,0.017550655,0.069520378,0.065295726
192,0.979961276,0.016192909,0.057902584,0.062872763
193,0.976925731,0.016646719,0.052000497,0.064860835
197,0.970030546,0.015681905,0.037214215,0.058834493
198,0.967120409,0.017251039,0.056349404,0.063059145
200,0.980969667,0.018208102,0.056597913,0.056473658
203,0.95911479,0.014687823,0.03125,0.059083002
204,0.98651582,0.016167152,0.043116302,0.06610338
207,0.975689471,0.01812819,0.065668489,0.059704274
208,0.986063302,0.017318335,0.04249503,0.064550199
210,0.953353584,0.014864417,0.033300199,0.06138171
212,0.975473702,0.01771458,0.052311133,0.062624254
213,0.969162107,0.019779967,0.048459245,0.067345924
214,0.970756948,0.015305994,0.036779324,0.058026839
216,0.983679295,0.017451562,0.050385189,0.06541998
217,0.979271829,0.016392265,0.044172465,0.058275348
218,0.980751753,0.017393478,0.054485586,0.06361829
219,0.988200366,0.017628763,0.039947813,0.063680417
222,0.950487375,0.01400099,0.029075547,0.062810636
224,0.986332297,0.016610502,0.041998012,0.065544235
228,0.982831657,0.014998107,0.042992048,0.060014911
229,0.985720873,0.017911971,0.061319583,0.058648111
231,0.954262733,0.016812118,0.026279821,0.088841948
233,0.952080965,0.016192297,0.033983598,0.081573062
236,0.986575365,0.018175901,0.056722167,0.062686382
239,0.965843081,0.014529993,0.03485338,0.063556163
242,0.978807449,0.018907183,0.069333996,0.053926441
244,0.982984185,0.018641373,0.046781809,0.061754473
248,0.97827065,0.019934264,0.061008946,0.062624254
252,0.978957057,0.01695853,0.057219185,0.063991054
254,0.960529149,0.016068581,0.033921471,0.059331511
255,0.960150123,0.018768276,0.029324056,0.078342445
257,0.989567876,0.016863042,0.042743539,0.063059145
258,0.98762393,0.017935195,0.055852386,0.059145129
259,0.985594034,0.01611402,0.049577535,0.061133201
260,0.987741828,0.016326006,0.047589463,0.06138171
261,0.986343026,0.016761176,0.048832008,0.067532306
262,0.985439777,0.01677986,0.047154573,0.058834493
263,0.976185977,0.015858248,0.038394632,0.061071074
264,0.985897362,0.016515164,0.050012425,0.060636183
265,0.986424446,0.019489249,0.067097416,0.059269384
266,0.983689189,0.015676078,0.038581014,0.062065109
267,0.989182055,0.01616429,0.051441352,0.063307654
268,0.988320649,0.016787931,0.042619284,0.064985089
270,0.978944778,0.016164225,0.077534791,0.059890656
271,0.981953204,0.018196171,0.045166501,0.064550199
272,0.954755545,0.015751617,0.032244036,0.061443837
273,0.98582685,0.016246627,0.047403082,0.062686382
274,0.986916423,0.016619027,0.043986083,0.068402087
276,0.971836448,0.019911474,0.066289761,0.059331511
278,0.98589325,0.019019217,0.062562127,0.060760437
279,0.976454914,0.018474646,0.06069831,0.062313618
280,0.968598902,0.015546229,0.042867793,0.058337475
281,0.987119436,0.016793454,0.039823559,0.066600398
283,0.984373748,0.017883663,0.049577535,0.063494036
284,0.983683527,0.016908793,0.040320577,0.075236083
286,0.976449251,0.016825447,0.041003976,0.055728131
289,0.972939372,0.017174995,0.042992048,0.066227634
290,0.95128125,0.015412759,0.023918986,0.063245527
291,0.988734007,0.016393515,0.046160537,0.062997018
293,0.978614688,0.015479461,0.05125497,0.060884692
294,0.984389186,0.017359268,0.052683897,0.059455765
295,0.960344195,0.017945123,0.032678926,0.08499006
296,0.981820226,0.016907921,0.049080517,0.071135686
298,0.977944732,0.018895418,0.068029324,0.06361829
302,0.950015545,0.014343432,0.030815109,0.062127237
304,0.982551813,0.017386042,0.047775845,0.064177435
305,0.972137928,0.014803854,0.032306163,0.059455765
306,0.982771993,0.016192529,0.047340954,0.060325547
307,0.97544378,0.016428727,0.069085487,0.056597913
311,0.977070451,0.017018512,0.042805666,0.060636183
312,0.954400063,0.01821513,0.058088966,0.058026839
313,0.955315113,0.019236522,0.044545229,0.067035288
315,0.985288978,0.017655395,0.045787773,0.06790507
316,0.98048985,0.015917127,0.051068588,0.058088966
317,0.977431536,0.013786443,0.041066103,0.059393638
318,0.95160079,0.016180493,0.028640656,0.059269384
320,0.972533941,0.017943864,0.030193837,0.077224155
322,0.957846105,0.015840426,0.036530815,0.061505964
324,0.985913038,0.016733158,0.054485586,0.065109344
326,0.979681134,0.017640265,0.03889165,0.057219185
327,0.986851811,0.018801944,0.048210736,0.061257455
331,0.986112475,0.017563495,0.052683897,0.057716203
333,0.981072247,0.017030475,0.055728131,0.061568091
335,0.986085176,0.016657438,0.051689861,0.060387674
338,0.967832804,0.014664871,0.036033797,0.060946819
340,0.984446168,0.015007526,0.039512922,0.066041252
342,0.976330757,0.016188572,0.044172465,0.07014165
345,0.98134768,0.015507324,0.049826044,0.058648111
346,0.982967257,0.019968308,0.0465333,0.064425944
347,0.990800977,0.018338869,0.044234592,0.061630219
349,0.980995774,0.017080861,0.037027833,0.068899105
351,0.985747457,0.016830915,0.04181163,0.061754473
355,0.971042752,0.015860666,0.041003976,0.063307654
358,0.984392762,0.016668964,0.054982604,0.063059145
360,0.976531565,0.016986027,0.056784294,0.068712724
361,0.980505586,0.017552041,0.041438867,0.059517893
363,0.986152053,0.017949706,0.044980119,0.062748509
366,0.950701952,0.014391424,0.029821074,0.058337475
372,0.982876658,0.017751312,0.050509443,0.061568091
376,0.973891258,0.01565888,0.045104374,0.052497515
378,0.976817369,0.016619104,0.046595427,0.059455765
379,0.980778694,0.018332595,0.06902336,0.059207256
380,0.973061442,0.014904488,0.041625249,0.057591948
382,0.99002558,0.018188237,0.045352883,0.063866799
383,0.987512231,0.019482398,0.045974155,0.063866799
385,0.954509377,0.016810786,0.027460239,0.082753479
386,0.962058902,0.017884472,0.076043738,0.058026839
387,0.956112862,0.016651068,0.025720676,0.08902833
389,0.974114656,0.01691062,0.044420974,0.065979125
390,0.969900966,0.018299515,0.025782803,0.081200298
392,0.976062417,0.017703133,0.095613817,0.055044732
396,0.968728781,0.016257687,0.045104374,0.059393638
397,0.989029706,0.0186884,0.05485835,0.060263419
